"","year","state","pop"
"5088",1999,"UT",2129836
"5089",2000,"UT",2244502
"5090",2001,"UT",2283715
"5091",2002,"UT",2324815
"5092",2003,"UT",2360137
"5093",2004,"UT",2401580
"5094",2005,"UT",2457719
"5095",2006,"UT",2525507
"5096",2007,"UT",2597746
"5097",2008,"UT",2663029
"5098",2009,"UT",2723421
"5099",2010,"UT",2774346
"5100",2011,"UT",2815324
"5101",2012,"UT",2855194
"5102",2013,"UT",2902787
"5103",2014,"UT",2942902
"5104",2015,"UT",2995919
"5105",1900,"VT",344000
"5106",1901,"VT",347000
"5107",1902,"VT",349000
"5108",1903,"VT",350000
"5109",1904,"VT",353000
"5110",1905,"VT",354000
"5111",1906,"VT",355000
"5112",1907,"VT",355000
"5113",1908,"VT",354000
"5114",1909,"VT",356000
"5115",1910,"VT",357000
"5116",1911,"VT",358000
"5117",1912,"VT",359000
"5118",1913,"VT",361000
"5119",1914,"VT",362000
"5120",1915,"VT",360000
"5121",1916,"VT",360000
"5122",1917,"VT",372000
"5123",1918,"VT",352000
"5124",1919,"VT",352000
"5125",1920,"VT",353000
"5126",1921,"VT",355000
"5127",1922,"VT",354000
"5128",1923,"VT",354000
"5129",1924,"VT",355000
"5130",1925,"VT",355000
"5131",1926,"VT",356000
"5132",1927,"VT",357000
"5133",1928,"VT",358000
"5134",1929,"VT",359000
"5135",1930,"VT",360000
"5136",1931,"VT",359000
"5137",1932,"VT",358000
"5138",1933,"VT",357000
"5139",1934,"VT",357000
"5140",1935,"VT",357000
"5141",1936,"VT",357000
"5142",1937,"VT",356000
"5143",1938,"VT",356000
"5144",1939,"VT",358000
"5145",1940,"VT",363000
"5146",1941,"VT",348000
"5147",1942,"VT",343000
"5148",1943,"VT",327000
"5149",1944,"VT",314000
"5150",1945,"VT",315000
"5151",1946,"VT",342000
"5152",1947,"VT",354000
"5153",1948,"VT",359000
"5154",1949,"VT",369000
"5155",1950,"VT",379000
"5156",1951,"VT",378000
"5157",1952,"VT",375000
"5158",1953,"VT",379000
"5159",1954,"VT",377000
"5160",1955,"VT",375000
"5161",1956,"VT",377000
"5162",1957,"VT",376000
"5163",1958,"VT",380000
"5164",1959,"VT",387000
"5165",1960,"VT",389000
"5166",1961,"VT",390000
"5167",1962,"VT",393000
"5168",1963,"VT",397000
"5169",1964,"VT",399000
"5170",1965,"VT",404000
"5171",1966,"VT",413000
"5172",1967,"VT",423000
"5173",1968,"VT",430000
"5174",1969,"VT",437000
"5175",1970,"VT",444732
"5176",1971,"VT",454318
"5177",1972,"VT",463143
"5178",1973,"VT",468430
"5179",1974,"VT",473002
"5180",1975,"VT",479713
"5181",1976,"VT",484928
"5182",1977,"VT",491931
"5183",1978,"VT",498109
"5184",1979,"VT",505372
"5185",1980,"VT",512524
"5186",1981,"VT",515594
"5187",1982,"VT",519109
"5188",1983,"VT",523302
"5189",1984,"VT",526660
"5190",1985,"VT",530035
"5191",1986,"VT",534066
"5192",1987,"VT",540267
"5193",1988,"VT",549763
"5194",1989,"VT",557707
"5195",1990,"VT",564526
"5196",1991,"VT",567141
"5197",1992,"VT",570115
"5198",1993,"VT",574004
"5199",1994,"VT",578900
"5200",1995,"VT",582827
"5201",1996,"VT",586352
"5202",1997,"VT",588665
"5203",1998,"VT",590579
"5204",1999,"VT",593740
"5205",2000,"VT",609618
"5206",2001,"VT",612223
"5207",2002,"VT",615442
"5208",2003,"VT",617858
"5209",2004,"VT",619920
"5210",2005,"VT",621215
"5211",2006,"VT",622892
"5212",2007,"VT",623481
"5213",2008,"VT",624151
"5214",2009,"VT",624817
"5215",2010,"VT",625792
"5216",2011,"VT",626450
"5217",2012,"VT",626138
"5218",2013,"VT",626855
"5219",2014,"VT",626562
"5220",2015,"VT",626042
"5221",1900,"VA",1858000
"5222",1901,"VA",1887000
"5223",1902,"VA",1894000
"5224",1903,"VA",1890000
"5225",1904,"VA",1889000
"5226",1905,"VA",1917000
"5227",1906,"VA",1942000
"5228",1907,"VA",1952000
"5229",1908,"VA",1994000
"5230",1909,"VA",2038000
"5231",1910,"VA",2071000
"5232",1911,"VA",2092000
"5233",1912,"VA",2122000
"5234",1913,"VA",2176000
"5235",1914,"VA",2241000
"5236",1915,"VA",2294000
"5237",1916,"VA",2316000
"5238",1917,"VA",2313000
"5239",1918,"VA",2359000
"5240",1919,"VA",2318000
"5241",1920,"VA",2347000
"5242",1921,"VA",2395000
"5243",1922,"VA",2412000
"5244",1923,"VA",2423000
"5245",1924,"VA",2426000
"5246",1925,"VA",2423000
"5247",1926,"VA",2419000
"5248",1927,"VA",2433000
"5249",1928,"VA",2435000
"5250",1929,"VA",2425000
"5251",1930,"VA",2427000
"5252",1931,"VA",2445000
"5253",1932,"VA",2452000
"5254",1933,"VA",2460000
"5255",1934,"VA",2485000
"5256",1935,"VA",2520000
"5257",1936,"VA",2552000
"5258",1937,"VA",2590000
"5259",1938,"VA",2638000
"5260",1939,"VA",2670000
"5261",1940,"VA",2720000
"5262",1941,"VA",2855000
"5263",1942,"VA",3038000
"5264",1943,"VA",3130000
"5265",1944,"VA",3248000
"5266",1945,"VA",3193000
"5267",1946,"VA",3212000
"5268",1947,"VA",3201000
"5269",1948,"VA",3207000
"5270",1949,"VA",3292000
"5271",1950,"VA",3315000
"5272",1951,"VA",3434000
"5273",1952,"VA",3504000
"5274",1953,"VA",3557000
"5275",1954,"VA",3555000
"5276",1955,"VA",3588000
"5277",1956,"VA",3722000
"5278",1957,"VA",3844000
"5279",1958,"VA",3914000
"5280",1959,"VA",3951000
"5281",1960,"VA",3986000
"5282",1961,"VA",4095000
"5283",1962,"VA",4180000
"5284",1963,"VA",4276000
"5285",1964,"VA",4357000
"5286",1965,"VA",4411000
"5287",1966,"VA",4456000
"5288",1967,"VA",4508000
"5289",1968,"VA",4558000
"5290",1969,"VA",4614000
"5291",1970,"VA",4651448
"5292",1971,"VA",4750838
"5293",1972,"VA",4824472
"5294",1973,"VA",4901292
"5295",1974,"VA",4971069
"5296",1975,"VA",5047395
"5297",1976,"VA",5121863
"5298",1977,"VA",5193112
"5299",1978,"VA",5270240
"5300",1979,"VA",5307945
"5301",1980,"VA",5368334
"5302",1981,"VA",5444097
"5303",1982,"VA",5492783
"5304",1983,"VA",5564657
"5305",1984,"VA",5643870
"5306",1985,"VA",5715153
"5307",1986,"VA",5811700
"5308",1987,"VA",5932268
"5309",1988,"VA",6036909
"5310",1989,"VA",6120246
"5311",1990,"VA",6213526
"5312",1991,"VA",6283853
"5313",1992,"VA",6383315
"5314",1993,"VA",6464795
"5315",1994,"VA",6536771
"5316",1995,"VA",6601392
"5317",1996,"VA",6665491
"5318",1997,"VA",6732878
"5319",1998,"VA",6789225
"5320",1999,"VA",6872912
"5321",2000,"VA",7105817
"5322",2001,"VA",7198362
"5323",2002,"VA",7286873
"5324",2003,"VA",7366977
"5325",2004,"VA",7475575
"5326",2005,"VA",7577105
"5327",2006,"VA",7673725
"5328",2007,"VA",7751000
"5329",2008,"VA",7833496
"5330",2009,"VA",7925937
"5331",2010,"VA",8025376
"5332",2011,"VA",8110188
"5333",2012,"VA",8193422
"5334",2013,"VA",8270345
"5335",2014,"VA",8326289
"5336",2015,"VA",8382993
"5337",1900,"WA",523000
"5338",1901,"WA",583000
"5339",1902,"WA",651000
"5340",1903,"WA",719000
"5341",1904,"WA",782000
"5342",1905,"WA",842000
"5343",1906,"WA",904000
"5344",1907,"WA",967000
"5345",1908,"WA",1028000
"5346",1909,"WA",1091000
"5347",1910,"WA",1148000
"5348",1911,"WA",1167000
"5349",1912,"WA",1184000
"5350",1913,"WA",1209000
"5351",1914,"WA",1231000
"5352",1915,"WA",1239000
"5353",1916,"WA",1255000
"5354",1917,"WA",1287000
"5355",1918,"WA",1341000
"5356",1919,"WA",1333000
"5357",1920,"WA",1373000
"5358",1921,"WA",1405000
"5359",1922,"WA",1415000
"5360",1923,"WA",1433000
"5361",1924,"WA",1467000
"5362",1925,"WA",1494000
"5363",1926,"WA",1516000
"5364",1927,"WA",1538000
"5365",1928,"WA",1551000
"5366",1929,"WA",1555000
"5367",1930,"WA",1568000
"5368",1931,"WA",1581000
"5369",1932,"WA",1584000
"5370",1933,"WA",1592000
"5371",1934,"WA",1610000
"5372",1935,"WA",1629000
"5373",1936,"WA",1653000
"5374",1937,"WA",1681000
"5375",1938,"WA",1698000
"5376",1939,"WA",1715000
"5377",1940,"WA",1740000
"5378",1941,"WA",1789000
"5379",1942,"WA",1901000
"5380",1943,"WA",2027000
"5381",1944,"WA",2092000
"5382",1945,"WA",2206000
"5383",1946,"WA",2288000
"5384",1947,"WA",2211000
"5385",1948,"WA",2255000
"5386",1949,"WA",2294000
"5387",1950,"WA",2387000
"5388",1951,"WA",2424000
"5389",1952,"WA",2448000
"5390",1953,"WA",2466000
"5391",1954,"WA",2516000
"5392",1955,"WA",2604000
"5393",1956,"WA",2668000
"5394",1957,"WA",2724000
"5395",1958,"WA",2773000
"5396",1959,"WA",2821000
"5397",1960,"WA",2855000
"5398",1961,"WA",2882000
"5399",1962,"WA",2942000
"5400",1963,"WA",2955000
"5401",1964,"WA",2961000
"5402",1965,"WA",2967000
"5403",1966,"WA",3057000
"5404",1967,"WA",3174000
"5405",1968,"WA",3270000
"5406",1969,"WA",3343000
"5407",1970,"WA",3413244
"5408",1971,"WA",3447553
"5409",1972,"WA",3447885
"5410",1973,"WA",3478782
"5411",1974,"WA",3549946
"5412",1975,"WA",3621339
"5413",1976,"WA",3693610
"5414",1977,"WA",3776050
"5415",1978,"WA",3889073
"5416",1979,"WA",4017632
"5417",1980,"WA",4154678
"5418",1981,"WA",4235731
"5419",1982,"WA",4276552
"5420",1983,"WA",4300266
"5421",1984,"WA",4343656
"5422",1985,"WA",4400098
"5423",1986,"WA",4452720
"5424",1987,"WA",4531901
"5425",1988,"WA",4639893
"5426",1989,"WA",4746316
"5427",1990,"WA",4900780
"5428",1991,"WA",5013443
"5429",1992,"WA",5139011
"5430",1993,"WA",5247704
"5431",1994,"WA",5334896
"5432",1995,"WA",5431024
"5433",1996,"WA",5509963
"5434",1997,"WA",5604105
"5435",1998,"WA",5687832
"5436",1999,"WA",5756361
"5437",2000,"WA",5910512
"5438",2001,"WA",5985722
"5439",2002,"WA",6052349
"5440",2003,"WA",6104115
"5441",2004,"WA",6178645
"5442",2005,"WA",6257305
"5443",2006,"WA",6370753
"5444",2007,"WA",6461587
"5445",2008,"WA",6562231
"5446",2009,"WA",6667426
"5447",2010,"WA",6741911
"5448",2011,"WA",6822112
"5449",2012,"WA",6896325
"5450",2013,"WA",6973742
"5451",2014,"WA",7061530
"5452",2015,"WA",7170351
"5453",1900,"WV",959000
"5454",1901,"WV",972000
"5455",1902,"WV",1e+06
"5456",1903,"WV",1037000
"5457",1904,"WV",1064000
"5458",1905,"WV",1094000
"5459",1906,"WV",1122000
"5460",1907,"WV",1149000
"5461",1908,"WV",1174000
"5462",1909,"WV",1203000
"5463",1910,"WV",1231000
"5464",1911,"WV",1266000
"5465",1912,"WV",1291000
"5466",1913,"WV",1317000
"5467",1914,"WV",1362000
"5468",1915,"WV",1387000
"5469",1916,"WV",1414000
"5470",1917,"WV",1439000
"5471",1918,"WV",1438000
"5472",1919,"WV",1464000
"5473",1920,"WV",1470000
"5474",1921,"WV",1485000
"5475",1922,"WV",1498000
"5476",1923,"WV",1526000
"5477",1924,"WV",1577000
"5478",1925,"WV",1593000
"5479",1926,"WV",1623000
"5480",1927,"WV",1671000
"5481",1928,"WV",1696000
"5482",1929,"WV",1717000
"5483",1930,"WV",1733000
"5484",1931,"WV",1740000
"5485",1932,"WV",1747000
"5486",1933,"WV",1752000
"5487",1934,"WV",1771000
"5488",1935,"WV",1794000
"5489",1936,"WV",1808000
"5490",1937,"WV",1813000
"5491",1938,"WV",1828000
"5492",1939,"WV",1868000
"5493",1940,"WV",1907000
"5494",1941,"WV",1885000
"5495",1942,"WV",1831000
"5496",1943,"WV",1741000
"5497",1944,"WV",1706000
"5498",1945,"WV",1708000
"5499",1946,"WV",1826000
"5500",1947,"WV",1883000
"5501",1948,"WV",1899000
"5502",1949,"WV",1930000
"5503",1950,"WV",2006000
"5504",1951,"WV",1984000
"5505",1952,"WV",1957000
"5506",1953,"WV",1929000
"5507",1954,"WV",1905000
"5508",1955,"WV",1880000
"5509",1956,"WV",1857000
"5510",1957,"WV",1843000
"5511",1958,"WV",1845000
"5512",1959,"WV",1855000
"5513",1960,"WV",1853000
"5514",1961,"WV",1828000
"5515",1962,"WV",1809000
"5516",1963,"WV",1796000
"5517",1964,"WV",1797000
"5518",1965,"WV",1786000
"5519",1966,"WV",1775000
"5520",1967,"WV",1769000
"5521",1968,"WV",1763000
"5522",1969,"WV",1746000
"5523",1970,"WV",1744237
"5524",1971,"WV",1770657
"5525",1972,"WV",1797648
"5526",1973,"WV",1806360
"5527",1974,"WV",1815447
"5528",1975,"WV",1842250
"5529",1976,"WV",1879503
"5530",1977,"WV",1908088
"5531",1978,"WV",1923395
"5532",1979,"WV",1942146
"5533",1980,"WV",1951349
"5534",1981,"WV",1954124
"5535",1982,"WV",1949604
"5536",1983,"WV",1945061
"5537",1984,"WV",1927697
"5538",1985,"WV",1906831
"5539",1986,"WV",1882350
"5540",1987,"WV",1857585
"5541",1988,"WV",1830215
"5542",1989,"WV",1806568
"5543",1990,"WV",1792481
"5544",1991,"WV",1798212
"5545",1992,"WV",1805462
"5546",1993,"WV",1816179
"5547",1994,"WV",1818490
"5548",1995,"WV",1820560
"5549",1996,"WV",1818983
"5550",1997,"WV",1815588
"5551",1998,"WV",1811688
"5552",1999,"WV",1806928
"5553",2000,"WV",1807021
"5554",2001,"WV",1801481
"5555",2002,"WV",1805414
"5556",2003,"WV",1812295
"5557",2004,"WV",1816438
"5558",2005,"WV",1820492
"5559",2006,"WV",1827912
"5560",2007,"WV",1834052
"5561",2008,"WV",1840310
"5562",2009,"WV",1847775
"5563",2010,"WV",1854176
"5564",2011,"WV",1854982
"5565",2012,"WV",1856313
"5566",2013,"WV",1853595
"5567",2014,"WV",1850326
"5568",2015,"WV",1844128
"5569",1900,"WI",2072000
"5570",1901,"WI",2109000
"5571",1902,"WI",2141000
"5572",1903,"WI",2171000
"5573",1904,"WI",2202000
"5574",1905,"WI",2231000
"5575",1906,"WI",2250000
"5576",1907,"WI",2268000
"5577",1908,"WI",2292000
"5578",1909,"WI",2317000
"5579",1910,"WI",2345000
"5580",1911,"WI",2369000
"5581",1912,"WI",2407000
"5582",1913,"WI",2438000
"5583",1914,"WI",2490000
"5584",1915,"WI",2535000
"5585",1916,"WI",2562000
"5586",1917,"WI",2587000
"5587",1918,"WI",2597000
"5588",1919,"WI",2600000
"5589",1920,"WI",2679000
"5590",1921,"WI",2722000
"5591",1922,"WI",2761000
"5592",1923,"WI",2803000
"5593",1924,"WI",2833000
"5594",1925,"WI",2863000
"5595",1926,"WI",2892000
"5596",1927,"WI",2916000
"5597",1928,"WI",2923000
"5598",1929,"WI",2934000
"5599",1930,"WI",2950000
"5600",1931,"WI",2990000
"5601",1932,"WI",3021000
"5602",1933,"WI",3040000
"5603",1934,"WI",3054000
"5604",1935,"WI",3070000
"5605",1936,"WI",3082000
"5606",1937,"WI",3088000
"5607",1938,"WI",3098000
"5608",1939,"WI",3121000
"5609",1940,"WI",3143000
"5610",1941,"WI",3140000
"5611",1942,"WI",3053000
"5612",1943,"WI",3014000
"5613",1944,"WI",2980000
"5614",1945,"WI",2961000
"5615",1946,"WI",3167000
"5616",1947,"WI",3250000
"5617",1948,"WI",3314000
"5618",1949,"WI",3391000
"5619",1950,"WI",3438000
"5620",1951,"WI",3439000
"5621",1952,"WI",3469000
"5622",1953,"WI",3506000
"5623",1954,"WI",3608000
"5624",1955,"WI",3679000
"5625",1956,"WI",3742000
"5626",1957,"WI",3791000
"5627",1958,"WI",3843000
"5628",1959,"WI",3891000
"5629",1960,"WI",3962000
"5630",1961,"WI",4009000
"5631",1962,"WI",4049000
"5632",1963,"WI",4112000
"5633",1964,"WI",4165000
"5634",1965,"WI",4232000
"5635",1966,"WI",4274000
"5636",1967,"WI",4303000
"5637",1968,"WI",4345000
"5638",1969,"WI",4378000
"5639",1970,"WI",4417821
"5640",1971,"WI",4462155
"5641",1972,"WI",4502412
"5642",1973,"WI",4524244
"5643",1974,"WI",4545782
"5644",1975,"WI",4578986
"5645",1976,"WI",4595904
"5646",1977,"WI",4626514
"5647",1978,"WI",4646108
"5648",1979,"WI",4682811
"5649",1980,"WI",4712045
"5650",1981,"WI",4726343
"5651",1982,"WI",4728870
"5652",1983,"WI",4721438
"5653",1984,"WI",4735563
"5654",1985,"WI",4747767
"5655",1986,"WI",4755618
"5656",1987,"WI",4777919
"5657",1988,"WI",4822388
"5658",1989,"WI",4856574
"5659",1990,"WI",4902265
"5660",1991,"WI",4952675
"5661",1992,"WI",5004636
"5662",1993,"WI",5055318
"5663",1994,"WI",5095504
"5664",1995,"WI",5137004
"5665",1996,"WI",5173828
"5666",1997,"WI",5200235
"5667",1998,"WI",5222124
"5668",1999,"WI",5250446
"5669",2000,"WI",5373999
"5670",2001,"WI",5406835
"5671",2002,"WI",5445162
"5672",2003,"WI",5479203
"5673",2004,"WI",5514026
"5674",2005,"WI",5546166
"5675",2006,"WI",5577655
"5676",2007,"WI",5610775
"5677",2008,"WI",5640996
"5678",2009,"WI",5669264
"5679",2010,"WI",5689268
"5680",2011,"WI",5708785
"5681",2012,"WI",5724888
"5682",2013,"WI",5742953
"5683",2014,"WI",5757564
"5684",2015,"WI",5771337
"5685",1900,"WY",93000
"5686",1901,"WY",1e+05
"5687",1902,"WY",105000
"5688",1903,"WY",108000
"5689",1904,"WY",111000
"5690",1905,"WY",114000
"5691",1906,"WY",118000
"5692",1907,"WY",125000
"5693",1908,"WY",133000
"5694",1909,"WY",141000
"5695",1910,"WY",147000
"5696",1911,"WY",150000
"5697",1912,"WY",153000
"5698",1913,"WY",157000
"5699",1914,"WY",163000
"5700",1915,"WY",167000
"5701",1916,"WY",174000
"5702",1917,"WY",186000
"5703",1918,"WY",181000
"5704",1919,"WY",191000
"5705",1920,"WY",197000
"5706",1921,"WY",203000
"5707",1922,"WY",208000
"5708",1923,"WY",211000
"5709",1924,"WY",215000
"5710",1925,"WY",216000
"5711",1926,"WY",217000
"5712",1927,"WY",219000
"5713",1928,"WY",220000
"5714",1929,"WY",223000
"5715",1930,"WY",226000
"5716",1931,"WY",229000
"5717",1932,"WY",230000
"5718",1933,"WY",230000
"5719",1934,"WY",233000
"5720",1935,"WY",237000
"5721",1936,"WY",240000
"5722",1937,"WY",243000
"5723",1938,"WY",246000
"5724",1939,"WY",248000
"5725",1940,"WY",250000
"5726",1941,"WY",247000
"5727",1942,"WY",251000
"5728",1943,"WY",247000
"5729",1944,"WY",242000
"5730",1945,"WY",239000
"5731",1946,"WY",254000
"5732",1947,"WY",258000
"5733",1948,"WY",269000
"5734",1949,"WY",277000
"5735",1950,"WY",290000
"5736",1951,"WY",291000
"5737",1952,"WY",293000
"5738",1953,"WY",290000
"5739",1954,"WY",293000
"5740",1955,"WY",307000
"5741",1956,"WY",312000
"5742",1957,"WY",314000
"5743",1958,"WY",315000
"5744",1959,"WY",320000
"5745",1960,"WY",331000
"5746",1961,"WY",337000
"5747",1962,"WY",333000
"5748",1963,"WY",336000
"5749",1964,"WY",339000
"5750",1965,"WY",332000
"5751",1966,"WY",323000
"5752",1967,"WY",322000
"5753",1968,"WY",324000
"5754",1969,"WY",329000
"5755",1970,"WY",332416
"5756",1971,"WY",340285
"5757",1972,"WY",347345
"5758",1973,"WY",354061
"5759",1974,"WY",365501
"5760",1975,"WY",381695
"5761",1976,"WY",396952
"5762",1977,"WY",413354
"5763",1978,"WY",432880
"5764",1979,"WY",454378
"5765",1980,"WY",474185
"5766",1981,"WY",491712
"5767",1982,"WY",506400
"5768",1983,"WY",510345
"5769",1984,"WY",504896
"5770",1985,"WY",499695
"5771",1986,"WY",495633
"5772",1987,"WY",476965
"5773",1988,"WY",465101
"5774",1989,"WY",458374
"5775",1990,"WY",453401
"5776",1991,"WY",457739
"5777",1992,"WY",463491
"5778",1993,"WY",469033
"5779",1994,"WY",474982
"5780",1995,"WY",478447
"5781",1996,"WY",480085
"5782",1997,"WY",480031
"5783",1998,"WY",480045
"5784",1999,"WY",479602
"5785",2000,"WY",494300
"5786",2001,"WY",494657
"5787",2002,"WY",500017
"5788",2003,"WY",503453
"5789",2004,"WY",509106
"5790",2005,"WY",514157
"5791",2006,"WY",522667
"5792",2007,"WY",534876
"5793",2008,"WY",546043
"5794",2009,"WY",559851
"5795",2010,"WY",564358
"5796",2011,"WY",567631
"5797",2012,"WY",576893
"5798",2013,"WY",583223
"5799",2014,"WY",584153
"5800",2015,"WY",586107
"5801",1900,"DC",278000
"5802",1901,"DC",285000
"5803",1902,"DC",290000
"5804",1903,"DC",295000
"5805",1904,"DC",302000
"5806",1905,"DC",308000
"5807",1906,"DC",313000
"5808",1907,"DC",317000
"5809",1908,"DC",321000
"5810",1909,"DC",327000
"5811",1910,"DC",334000
"5812",1911,"DC",344000
"5813",1912,"DC",340000
"5814",1913,"DC",358000
"5815",1914,"DC",368000
"5816",1915,"DC",361000
"5817",1916,"DC",360000
"5818",1917,"DC",385000
"5819",1918,"DC",418000
"5820",1919,"DC",445000
"5821",1920,"DC",440000
"5822",1921,"DC",446000
"5823",1922,"DC",450000
"5824",1923,"DC",453000
"5825",1924,"DC",456000
"5826",1925,"DC",461000
"5827",1926,"DC",469000
"5828",1927,"DC",476000
"5829",1928,"DC",479000
"5830",1929,"DC",483000
"5831",1930,"DC",488000
"5832",1931,"DC",504000
"5833",1932,"DC",513000
"5834",1933,"DC",529000
"5835",1934,"DC",568000
"5836",1935,"DC",608000
"5837",1936,"DC",629000
"5838",1937,"DC",616000
"5839",1938,"DC",638000
"5840",1939,"DC",658000
"5841",1940,"DC",690000
"5842",1941,"DC",764000
"5843",1942,"DC",851000
"5844",1943,"DC",9e+05
"5845",1944,"DC",881000
"5846",1945,"DC",876000
"5847",1946,"DC",899000
"5848",1947,"DC",888000
"5849",1948,"DC",840000
"5850",1949,"DC",807000
"5851",1950,"DC",806000
"5852",1951,"DC",808000
"5853",1952,"DC",805000
"5854",1953,"DC",810000
"5855",1954,"DC",791000
"5856",1955,"DC",785000
"5857",1956,"DC",759000
"5858",1957,"DC",763000
"5859",1958,"DC",757000
"5860",1959,"DC",761000
"5861",1960,"DC",765000
"5862",1961,"DC",778000
"5863",1962,"DC",788000
"5864",1963,"DC",798000
"5865",1964,"DC",798000
"5866",1965,"DC",797000
"5867",1966,"DC",791000
"5868",1967,"DC",791000
"5869",1968,"DC",778000
"5870",1969,"DC",762000
"5871",1970,"DC",756668
"5872",1971,"DC",749781
"5873",1972,"DC",742241
"5874",1973,"DC",731488
"5875",1974,"DC",717947
"5876",1975,"DC",706871
"5877",1976,"DC",692295
"5878",1977,"DC",677228
"5879",1978,"DC",665052
"5880",1979,"DC",650016
"5881",1980,"DC",638284
"5882",1981,"DC",636893
"5883",1982,"DC",634174
"5884",1983,"DC",632433
"5885",1984,"DC",633382
"5886",1985,"DC",634549
"5887",1986,"DC",638269
"5888",1987,"DC",636930
"5889",1988,"DC",630432
"5890",1989,"DC",624168
"5891",1990,"DC",603814
"5892",1991,"DC",593239
"5893",1992,"DC",584183
"5894",1993,"DC",576358
"5895",1994,"DC",564982
"5896",1995,"DC",551273
"5897",1996,"DC",538273
"5898",1997,"DC",528752
"5899",1998,"DC",521426
"5900",1999,"DC",519000
"5901",2000,"DC",572046
"5902",2001,"DC",574504
"5903",2002,"DC",573158
"5904",2003,"DC",568502
"5905",2004,"DC",567754
"5906",2005,"DC",567136
"5907",2006,"DC",570681
"5908",2007,"DC",574404
"5909",2008,"DC",580236
"5910",2009,"DC",592228
"5911",2010,"DC",605210
"5912",2011,"DC",620427
"5913",2012,"DC",635040
"5914",2013,"DC",649111
"5915",2014,"DC",658893
"5916",2015,"DC",672228
